ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
28373,NC,Moore County,North Carolina,NC
28374,NC,Moore County,North Carolina,NC
28375,NC,Robeson County,North Carolina,NC
28376,NC,Hoke County,North Carolina,NC
28377,NC,Robeson County,North Carolina,NC
28377,NC,Hoke County,North Carolina,NC
28378,NC,Robeson County,North Carolina,NC
28379,NC,Richmond County,North Carolina,NC
28380,NC,Richmond County,North Carolina,NC
28382,NC,Sampson County,North Carolina,NC
28382,NC,Cumberland County,North Carolina,NC
28382,NC,Bladen County,North Carolina,NC
28383,NC,Robeson County,North Carolina,NC
28384,NC,Robeson County,North Carolina,NC
28384,NC,Bladen County,North Carolina,NC
28384,NC,Cumberland County,North Carolina,NC
28385,NC,Sampson County,North Carolina,NC
28386,NC,Robeson County,North Carolina,NC
28386,NC,Hoke County,North Carolina,NC
28387,NC,Moore County,North Carolina,NC
28388,NC,Moore County,North Carolina,NC
28390,NC,Cumberland County,North Carolina,NC
28390,NC,Harnett County,North Carolina,NC
28391,NC,Cumberland County,North Carolina,NC
28391,NC,Sampson County,North Carolina,NC
28392,NC,Bladen County,North Carolina,NC
28393,NC,Sampson County,North Carolina,NC
28393,NC,Duplin County,North Carolina,NC
28394,NC,Moore County,North Carolina,NC
28395,NC,Cumberland County,North Carolina,NC
28396,NC,Scotland County,North Carolina,NC
28398,NC,Duplin County,North Carolina,NC
28398,NC,Sampson County,North Carolina,NC
28399,NC,Bladen County,North Carolina,NC
28399,NC,Cumberland County,North Carolina,NC
28401,NC,New Hanover County,North Carolina,NC
28401,NC,Pender County,North Carolina,NC
28402,NC,New Hanover County,North Carolina,NC
28403,NC,New Hanover County,North Carolina,NC
28404,NC,New Hanover County,North Carolina,NC
28405,NC,New Hanover County,North Carolina,NC
28406,NC,New Hanover County,North Carolina,NC
28408,NC,New Hanover County,North Carolina,NC
28409,NC,New Hanover County,North Carolina,NC
28410,NC,New Hanover County,North Carolina,NC
28411,NC,New Hanover County,North Carolina,NC
28411,NC,Pender County,North Carolina,NC
28412,NC,New Hanover County,North Carolina,NC
28420,NC,Brunswick County,North Carolina,NC
28421,NC,Pender County,North Carolina,NC
28421,NC,Sampson County,North Carolina,NC
28421,NC,Bladen County,North Carolina,NC
28422,NC,Brunswick County,North Carolina,NC
28423,NC,Columbus County,North Carolina,NC
28423,NC,Bladen County,North Carolina,NC
28424,NC,Columbus County,North Carolina,NC
28425,NC,Pender County,North Carolina,NC
28428,NC,New Hanover County,North Carolina,NC
28429,NC,New Hanover County,North Carolina,NC
28430,NC,Columbus County,North Carolina,NC
28431,NC,Columbus County,North Carolina,NC
28432,NC,Columbus County,North Carolina,NC
28433,NC,Bladen County,North Carolina,NC
28433,NC,Columbus County,North Carolina,NC
28434,NC,Bladen County,North Carolina,NC
28434,NC,Columbus County,North Carolina,NC
28435,NC,Pender County,North Carolina,NC
28435,NC,Bladen County,North Carolina,NC
28436,NC,Columbus County,North Carolina,NC
28436,NC,Brunswick County,North Carolina,NC
28438,NC,Columbus County,North Carolina,NC
28438,NC,Bladen County,North Carolina,NC
28439,NC,Columbus County,North Carolina,NC
28441,NC,Sampson County,North Carolina,NC
28441,NC,Bladen County,North Carolina,NC
28441,NC,Cumberland County,North Carolina,NC
28442,NC,Columbus County,North Carolina,NC
28443,NC,Pender County,North Carolina,NC
28444,NC,Sampson County,North Carolina,NC
28444,NC,Bladen County,North Carolina,NC
28444,NC,Duplin County,North Carolina,NC
28445,NC,Onslow County,North Carolina,NC
28445,NC,Pender County,North Carolina,NC
28447,NC,Sampson County,North Carolina,NC
28447,NC,Pender County,North Carolina,NC
28447,NC,Bladen County,North Carolina,NC
28448,NC,Bladen County,North Carolina,NC
28448,NC,Pender County,North Carolina,NC
28449,NC,New Hanover County,North Carolina,NC
28450,NC,Columbus County,North Carolina,NC
28451,NC,Brunswick County,North Carolina,NC
28452,NC,Brunswick County,North Carolina,NC
28453,NC,Duplin County,North Carolina,NC
28453,NC,Sampson County,North Carolina,NC
28454,NC,Onslow County,North Carolina,NC
28454,NC,Pender County,North Carolina,NC
28455,NC,Columbus County,North Carolina,NC
28456,NC,Columbus County,North Carolina,NC
28456,NC,Bladen County,North Carolina,NC
28456,NC,Brunswick County,North Carolina,NC
28457,NC,Pender County,North Carolina,NC
28458,NC,Duplin County,North Carolina,NC
28458,NC,Sampson County,North Carolina,NC
28459,NC,Brunswick County,North Carolina,NC
28460,NC,Onslow County,North Carolina,NC
28461,NC,Brunswick County,North Carolina,NC
28462,NC,Brunswick County,North Carolina,NC
28463,NC,Columbus County,North Carolina,NC
28464,NC,Duplin County,North Carolina,NC
28465,NC,Brunswick County,North Carolina,NC
28466,NC,Duplin County,North Carolina,NC
28466,NC,Pender County,North Carolina,NC
28466,NC,Sampson County,North Carolina,NC
28467,NC,Brunswick County,North Carolina,NC
28468,NC,Brunswick County,North Carolina,NC
28469,NC,Brunswick County,North Carolina,NC
28470,NC,Brunswick County,North Carolina,NC
28472,NC,Columbus County,North Carolina,NC
28478,NC,Pender County,North Carolina,NC
28478,NC,Sampson County,North Carolina,NC
28478,NC,Duplin County,North Carolina,NC
28479,NC,Brunswick County,North Carolina,NC
28480,NC,New Hanover County,North Carolina,NC
28501,NC,Lenoir County,North Carolina,NC
28501,NC,Jones County,North Carolina,NC
28501,NC,Greene County,North Carolina,NC
28501,NC,Craven County,North Carolina,NC
28504,NC,Lenoir County,North Carolina,NC
28504,NC,Jones County,North Carolina,NC
28508,NC,Duplin County,North Carolina,NC
28509,NC,Pamlico County,North Carolina,NC
28510,NC,Pamlico County,North Carolina,NC
28511,NC,Carteret County,North Carolina,NC
28512,NC,Carteret County,North Carolina,NC
28513,NC,Pitt County,North Carolina,NC
28513,NC,Greene County,North Carolina,NC
28515,NC,Pamlico County,North Carolina,NC
28516,NC,Carteret County,North Carolina,NC
28518,NC,Duplin County,North Carolina,NC
28518,NC,Onslow County,North Carolina,NC
28519,NC,Craven County,North Carolina,NC
28520,NC,Carteret County,North Carolina,NC
28521,NC,Duplin County,North Carolina,NC
28521,NC,Onslow County,North Carolina,NC
28522,NC,Jones County,North Carolina,NC
28523,NC,Craven County,North Carolina,NC
28524,NC,Carteret County,North Carolina,NC
28525,NC,Lenoir County,North Carolina,NC
28525,NC,Duplin County,North Carolina,NC
28526,NC,Craven County,North Carolina,NC
28526,NC,Jones County,North Carolina,NC
28526,NC,Lenoir County,North Carolina,NC
28527,NC,Craven County,North Carolina,NC
28528,NC,Carteret County,North Carolina,NC
28529,NC,Pamlico County,North Carolina,NC
28530,NC,Pitt County,North Carolina,NC
28530,NC,Lenoir County,North Carolina,NC
28530,NC,Craven County,North Carolina,NC
28530,NC,Greene County,North Carolina,NC
28531,NC,Carteret County,North Carolina,NC
28532,NC,Craven County,North Carolina,NC
28532,NC,Carteret County,North Carolina,NC
28533,NC,Craven County,North Carolina,NC
28537,NC,Pamlico County,North Carolina,NC
28538,NC,Greene County,North Carolina,NC
28538,NC,Lenoir County,North Carolina,NC
28539,NC,Onslow County,North Carolina,NC
28540,NC,Onslow County,North Carolina,NC
28541,NC,Onslow County,North Carolina,NC
28542,NC,Onslow County,North Carolina,NC
28543,NC,Onslow County,North Carolina,NC
28544,NC,Onslow County,North Carolina,NC
28545,NC,Onslow County,North Carolina,NC
28546,NC,Onslow County,North Carolina,NC
28547,NC,Onslow County,North Carolina,NC
28551,NC,Lenoir County,North Carolina,NC
28551,NC,Wayne County,North Carolina,NC
28551,NC,Greene County,North Carolina,NC
28552,NC,Pamlico County,North Carolina,NC
28553,NC,Carteret County,North Carolina,NC
28554,NC,Greene County,North Carolina,NC
28555,NC,Onslow County,North Carolina,NC
28555,NC,Jones County,North Carolina,NC
28555,NC,Carteret County,North Carolina,NC
28556,NC,Pamlico County,North Carolina,NC
28557,NC,Carteret County,North Carolina,NC
28560,NC,Craven County,North Carolina,NC
28560,NC,Pamlico County,North Carolina,NC
28561,NC,Craven County,North Carolina,NC
28562,NC,Craven County,North Carolina,NC
28562,NC,Jones County,North Carolina,NC
28563,NC,Craven County,North Carolina,NC
28564,NC,Craven County,North Carolina,NC
28570,NC,Carteret County,North Carolina,NC
28571,NC,Pamlico County,North Carolina,NC
28572,NC,Duplin County,North Carolina,NC
28572,NC,Lenoir County,North Carolina,NC
28572,NC,Jones County,North Carolina,NC
28572,NC,Onslow County,North Carolina,NC
28573,NC,Jones County,North Carolina,NC
28573,NC,Craven County,North Carolina,NC
28574,NC,Onslow County,North Carolina,NC
28574,NC,Jones County,North Carolina,NC
28574,NC,Duplin County,North Carolina,NC
28575,NC,Carteret County,North Carolina,NC
28577,NC,Carteret County,North Carolina,NC
28578,NC,Wayne County,North Carolina,NC
28578,NC,Lenoir County,North Carolina,NC
28578,NC,Duplin County,North Carolina,NC
28579,NC,Carteret County,North Carolina,NC
28580,NC,Greene County,North Carolina,NC
28580,NC,Lenoir County,North Carolina,NC
28581,NC,Carteret County,North Carolina,NC
28582,NC,Carteret County,North Carolina,NC
28582,NC,Onslow County,North Carolina,NC
28583,NC,Pamlico County,North Carolina,NC
28584,NC,Onslow County,North Carolina,NC
28584,NC,Carteret County,North Carolina,NC
28585,NC,Jones County,North Carolina,NC
28586,NC,Craven County,North Carolina,NC
28586,NC,Beaufort County,North Carolina,NC
28586,NC,Pitt County,North Carolina,NC
28587,NC,Pamlico County,North Carolina,NC
28590,NC,Pitt County,North Carolina,NC
28594,NC,Carteret County,North Carolina,NC
28601,NC,Catawba County,North Carolina,NC
28601,NC,Burke County,North Carolina,NC
28601,NC,Alexander County,North Carolina,NC
28601,NC,Caldwell County,North Carolina,NC
28602,NC,Catawba County,North Carolina,NC
28602,NC,Burke County,North Carolina,NC
28603,NC,Catawba County,North Carolina,NC
28604,NC,Avery County,North Carolina,NC
28604,NC,Watauga County,North Carolina,NC
28605,NC,Watauga County,North Carolina,NC
28605,NC,Caldwell County,North Carolina,NC
28605,NC,Avery County,North Carolina,NC
28606,NC,Wilkes County,North Carolina,NC
28606,NC,Caldwell County,North Carolina,NC
28607,NC,Watauga County,North Carolina,NC
28607,NC,Avery County,North Carolina,NC
28608,NC,Watauga County,North Carolina,NC
28609,NC,Catawba County,North Carolina,NC
28610,NC,Catawba County,North Carolina,NC
28611,NC,Caldwell County,North Carolina,NC
28611,NC,Avery County,North Carolina,NC
28612,NC,Burke County,North Carolina,NC
28612,NC,Catawba County,North Carolina,NC
28612,NC,Cleveland County,North Carolina,NC
28613,NC,Catawba County,North Carolina,NC
28615,NC,Ashe County,North Carolina,NC
28616,NC,Avery County,North Carolina,NC
28617,NC,Ashe County,North Carolina,NC
28618,NC,Watauga County,North Carolina,NC
28618,NC,Wilkes County,North Carolina,NC
28619,NC,Burke County,North Carolina,NC
28621,NC,Surry County,North Carolina,NC
28621,NC,Wilkes County,North Carolina,NC
28622,NC,Avery County,North Carolina,NC
28622,NC,Watauga County,North Carolina,NC
28623,NC,Alleghany County,North Carolina,NC
28623,NC,Surry County,North Carolina,NC
28624,NC,Wilkes County,North Carolina,NC
28624,NC,Caldwell County,North Carolina,NC
28625,NC,Iredell County,North Carolina,NC
28625,NC,Alexander County,North Carolina,NC
28625,NC,Davie County,North Carolina,NC
28625,NC,Rowan County,North Carolina,NC
28626,NC,Ashe County,North Carolina,NC
28627,NC,Alleghany County,North Carolina,NC
28628,NC,Burke County,North Carolina,NC
28629,NC,Ashe County,North Carolina,NC
28630,NC,Caldwell County,North Carolina,NC
28630,NC,Alexander County,North Carolina,NC
28631,NC,Ashe County,North Carolina,NC
28631,NC,Alleghany County,North Carolina,NC
28633,NC,Caldwell County,North Carolina,NC
28634,NC,Iredell County,North Carolina,NC
28634,NC,Davie County,North Carolina,NC
28634,NC,Yadkin County,North Carolina,NC
28635,NC,Wilkes County,North Carolina,NC
28636,NC,Alexander County,North Carolina,NC
28636,NC,Iredell County,North Carolina,NC
28637,NC,Burke County,North Carolina,NC
28637,NC,Catawba County,North Carolina,NC
28638,NC,Caldwell County,North Carolina,NC
28640,NC,Ashe County,North Carolina,NC
28640,NC,Wilkes County,North Carolina,NC
28641,NC,Burke County,North Carolina,NC
28642,NC,Yadkin County,North Carolina,NC
28642,NC,Wilkes County,North Carolina,NC
28643,NC,Ashe County,North Carolina,NC
28644,NC,Ashe County,North Carolina,NC
28644,NC,Alleghany County,North Carolina,NC
28644,NC,Wilkes County,North Carolina,NC
28645,NC,Caldwell County,North Carolina,NC
28645,NC,Burke County,North Carolina,NC
28645,NC,Watauga County,North Carolina,NC
28645,NC,Wilkes County,North Carolina,NC
28646,NC,Avery County,North Carolina,NC
28647,NC,Burke County,North Carolina,NC
28649,NC,Wilkes County,North Carolina,NC
28650,NC,Catawba County,North Carolina,NC
28650,NC,Lincoln County,North Carolina,NC
28651,NC,Wilkes County,North Carolina,NC
28652,NC,Avery County,North Carolina,NC
28653,NC,Avery County,North Carolina,NC
28654,NC,Wilkes County,North Carolina,NC
28654,NC,Alexander County,North Carolina,NC
28655,NC,Burke County,North Carolina,NC
28655,NC,Caldwell County,North Carolina,NC
28655,NC,McDowell County,North Carolina,NC
28655,NC,Buncombe County,North Carolina,NC
28656,NC,Wilkes County,North Carolina,NC
28657,NC,Avery County,North Carolina,NC
28657,NC,Burke County,North Carolina,NC
28657,NC,Mitchell County,North Carolina,NC
28657,NC,McDowell County,North Carolina,NC
28658,NC,Catawba County,North Carolina,NC
28659,NC,Wilkes County,North Carolina,NC
28660,NC,Iredell County,North Carolina,NC
28661,NC,Caldwell County,North Carolina,NC
28662,NC,Avery County,North Carolina,NC
28663,NC,Alleghany County,North Carolina,NC
28664,NC,Avery County,North Carolina,NC
28665,NC,Wilkes County,North Carolina,NC
28666,NC,Burke County,North Carolina,NC
28667,NC,Caldwell County,North Carolina,NC
28668,NC,Alleghany County,North Carolina,NC
28669,NC,Wilkes County,North Carolina,NC
28670,NC,Wilkes County,North Carolina,NC
28671,NC,Burke County,North Carolina,NC
28672,NC,Ashe County,North Carolina,NC
28672,NC,Alleghany County,North Carolina,NC
28673,NC,Catawba County,North Carolina,NC
28673,NC,Lincoln County,North Carolina,NC
28675,NC,Alleghany County,North Carolina,NC
28675,NC,Wilkes County,North Carolina,NC
28676,NC,Surry County,North Carolina,NC
28676,NC,Wilkes County,North Carolina,NC
28677,NC,Iredell County,North Carolina,NC
28678,NC,Alexander County,North Carolina,NC
28678,NC,Iredell County,North Carolina,NC
28679,NC,Watauga County,North Carolina,NC
28679,NC,Avery County,North Carolina,NC
28680,NC,Burke County,North Carolina,NC
28681,NC,Alexander County,North Carolina,NC
28681,NC,Caldwell County,North Carolina,NC
28682,NC,Catawba County,North Carolina,NC
28683,NC,Surry County,North Carolina,NC
28683,NC,Wilkes County,North Carolina,NC
28684,NC,Ashe County,North Carolina,NC
28684,NC,Watauga County,North Carolina,NC
28685,NC,Wilkes County,North Carolina,NC
28687,NC,Iredell County,North Carolina,NC
28688,NC,Iredell County,North Carolina,NC
28689,NC,Iredell County,North Carolina,NC
28689,NC,Wilkes County,North Carolina,NC
28689,NC,Yadkin County,North Carolina,NC
28689,NC,Alexander County,North Carolina,NC
28690,NC,Burke County,North Carolina,NC
28692,NC,Watauga County,North Carolina,NC
28693,NC,Ashe County,North Carolina,NC
28694,NC,Ashe County,North Carolina,NC
28694,NC,Wilkes County,North Carolina,NC
28697,NC,Wilkes County,North Carolina,NC
28698,NC,Watauga County,North Carolina,NC
28698,NC,Ashe County,North Carolina,NC
28699,NC,Iredell County,North Carolina,NC
28701,NC,Buncombe County,North Carolina,NC
28701,NC,Madison County,North Carolina,NC
28702,NC,Graham County,North Carolina,NC
28702,NC,Swain County,North Carolina,NC
28704,NC,Buncombe County,North Carolina,NC
28704,NC,Henderson County,North Carolina,NC
28705,NC,Mitchell County,North Carolina,NC
28705,NC,Yancey County,North Carolina,NC
28705,NC,Avery County,North Carolina,NC
28707,NC,Jackson County,North Carolina,NC
28708,NC,Transylvania County,North Carolina,NC
28709,NC,Buncombe County,North Carolina,NC
28710,NC,Henderson County,North Carolina,NC
28711,NC,Buncombe County,North Carolina,NC
28711,NC,McDowell County,North Carolina,NC
28711,NC,Rutherford County,North Carolina,NC
28711,NC,Henderson County,North Carolina,NC
28712,NC,Transylvania County,North Carolina,NC
28713,NC,Swain County,North Carolina,NC
28713,NC,Macon County,North Carolina,NC
28713,NC,Graham County,North Carolina,NC
28714,NC,Yancey County,North Carolina,NC
28714,NC,Buncombe County,North Carolina,NC
28714,NC,Mitchell County,North Carolina,NC
28714,NC,Madison County,North Carolina,NC
28714,NC,McDowell County,North Carolina,NC
28715,NC,Buncombe County,North Carolina,NC
28715,NC,Haywood County,North Carolina,NC
28716,NC,Haywood County,North Carolina,NC
28716,NC,Buncombe County,North Carolina,NC
28717,NC,Jackson County,North Carolina,NC
28718,NC,Transylvania County,North Carolina,NC
28719,NC,Swain County,North Carolina,NC
28719,NC,Jackson County,North Carolina,NC
28719,NC,Haywood County,North Carolina,NC
28720,NC,Rutherford County,North Carolina,NC
28721,NC,Haywood County,North Carolina,NC
28721,NC,Buncombe County,North Carolina,NC
28721,NC,Madison County,North Carolina,NC
28722,NC,Polk County,North Carolina,NC
28723,NC,Jackson County,North Carolina,NC
28723,NC,Haywood County,North Carolina,NC
28724,NC,Henderson County,North Carolina,NC
28725,NC,Jackson County,North Carolina,NC
28726,NC,Henderson County,North Carolina,NC
